week_start,split,StockCode,primary_units,deduplicated_units,same_week_reversal_units,training_p99_capped_units
2011-08-22,test,84755,464,464,464,464
2011-08-22,test,84879,810,810,810,810
2011-08-22,test,84946,264,264,264,264
2011-08-22,test,84991,107,105,107,107
2011-08-22,test,84992,30,30,30,30
2011-08-22,test,85099B,1458,1358,1458,1358
2011-08-22,test,85099C,132,130,132,132
2011-08-22,test,85099F,862,862,862,762
2011-08-22,test,85123A,760,760,760,488
2011-08-29,test,15036,157,157,157,157
2011-08-29,test,16014,0,0,0,0
2011-08-29,test,17003,291,291,291,291
2011-08-29,test,20725,192,191,192,192
2011-08-29,test,21212,411,410,411,411
2011-08-29,test,21213,195,195,195,195
2011-08-29,test,21232,74,74,74,74
2011-08-29,test,21977,203,203,203,203
2011-08-29,test,21980,60,60,60,60
2011-08-29,test,21982,28,28,28,28
2011-08-29,test,21984,39,39,39,39
2011-08-29,test,22086,192,191,192,192
2011-08-29,test,22178,493,493,493,415
2011-08-29,test,22197,944,944,944,944
2011-08-29,test,22386,238,238,238,238
2011-08-29,test,71459,100,100,100,100
2011-08-29,test,84077,242,242,242,242
2011-08-29,test,84270,0,0,0,0
2011-08-29,test,84347,4,4,4,4
2011-08-29,test,84568,1532,1532,1532,1532
2011-08-29,test,84598,42,42,42,42
2011-08-29,test,84755,272,272,272,272
2011-08-29,test,84879,200,200,200,200
2011-08-29,test,84946,184,184,184,184
2011-08-29,test,84991,115,115,115,115
2011-08-29,test,84992,168,168,168,168
2011-08-29,test,85099B,677,677,677,677
2011-08-29,test,85099C,264,264,264,264
2011-08-29,test,85099F,278,278,278,278
2011-08-29,test,85123A,392,392,392,392
2011-09-05,test,15036,155,155,155,155
2011-09-05,test,16014,1000,1000,1000,1000
2011-09-05,test,17003,180,180,180,180
2011-09-05,test,20725,304,303,304,304
2011-09-05,test,21212,352,352,352,352
2011-09-05,test,21213,776,775,776,776
2011-09-05,test,21232,287,287,287,287
2011-09-05,test,21977,520,520,520,520
2011-09-05,test,21980,218,218,218,218
2011-09-05,test,21982,186,186,186,186
2011-09-05,test,21984,74,74,74,74
2011-09-05,test,22086,495,495,495,495
2011-09-05,test,22178,218,218,218,218
2011-09-05,test,22197,344,344,344,344
2011-09-05,test,22386,617,617,617,617
2011-09-05,test,71459,244,244,244,244
2011-09-05,test,84077,336,336,336,336
2011-09-05,test,84270,0,0,0,0
2011-09-05,test,84347,38,38,38,38
2011-09-05,test,84568,45,45,45,45
2011-09-05,test,84598,21,21,21,21
2011-09-05,test,84755,284,284,284,284
2011-09-05,test,84879,384,384,384,384
2011-09-05,test,84946,247,247,247,247
2011-09-05,test,84991,550,549,550,550
2011-09-05,test,84992,87,87,87,87
2011-09-05,test,85099B,536,536,536,536
2011-09-05,test,85099C,439,439,439,439
2011-09-05,test,85099F,189,189,189,189
2011-09-05,test,85123A,398,398,398,398
2011-09-12,test,15036,52,52,52,52
2011-09-12,test,16014,0,0,0,0
2011-09-12,test,17003,109,109,109,109
2011-09-12,test,20725,299,299,299,299
2011-09-12,test,21212,931,931,931,571
2011-09-12,test,21213,865,865,865,745
2011-09-12,test,21232,133,133,133,133
2011-09-12,test,21977,718,718,718,478
2011-09-12,test,21980,89,89,89,89
2011-09-12,test,21982,92,92,92,92
2011-09-12,test,21984,90,90,90,90
2011-09-12,test,22086,481,479,481,481
2011-09-12,test,22178,242,242,242,242
2011-09-12,test,22197,546,546,546,546
2011-09-12,test,22386,478,478,478,478
2011-09-12,test,71459,604,604,604,604
2011-09-12,test,84077,960,960,960,960
2011-09-12,test,84270,0,0,0,0
2011-09-12,test,84347,294,294,294,294
2011-09-12,test,84568,32,32,32,32
2011-09-12,test,84598,12,12,12,12
2011-09-12,test,84755,392,392,392,320
2011-09-12,test,84879,740,740,740,740
2011-09-12,test,84946,115,115,115,115
2011-09-12,test,84991,733,733,733,373
2011-09-12,test,84992,655,655,655,295
2011-09-12,test,85099B,743,741,743,743
2011-09-12,test,85099C,109,109,109,109
2011-09-12,test,85099F,302,302,302,302
2011-09-12,test,85123A,652,652,652,652
2011-09-19,test,15036,93,93,93,93
2011-09-19,test,16014,0,0,0,0
2011-09-19,test,17003,857,857,857,857
2011-09-19,test,20725,212,211,212,212
2011-09-19,test,21212,404,404,404,404
2011-09-19,test,21213,252,251,252,252
2011-09-19,test,21232,207,207,207,207
2011-09-19,test,21977,330,326,330,330
2011-09-19,test,21980,63,63,63,63
2011-09-19,test,21982,62,62,62,62
2011-09-19,test,21984,62,62,62,62
2011-09-19,test,22086,584,584,584,584
2011-09-19,test,22178,419,419,419,419
2011-09-19,test,22197,562,562,562,562
2011-09-19,test,22386,599,599,599,599
2011-09-19,test,71459,120,120,120,120
2011-09-19,test,84077,539,539,539,539
2011-09-19,test,84270,0,0,0,0
2011-09-19,test,84347,367,367,367,367
2011-09-19,test,84568,24,24,24,24
2011-09-19,test,84598,20,20,20,20
2011-09-19,test,84755,228,228,228,228
2011-09-19,test,84879,637,637,629,637
2011-09-19,test,84946,477,477,477,477
2011-09-19,test,84991,306,306,306,306
2011-09-19,test,84992,216,216,216,216
2011-09-19,test,85099B,1387,1387,1387,1387
2011-09-19,test,85099C,440,440,440,440
2011-09-19,test,85099F,509,509,509,509
2011-09-19,test,85123A,655,655,655,559
2011-09-26,test,15036,30,30,30,30
2011-09-26,test,16014,1,1,1,1
2011-09-26,test,17003,895,895,895,895
2011-09-26,test,20725,228,228,228,228
2011-09-26,test,21212,311,311,311,311
2011-09-26,test,21213,194,194,194,194
2011-09-26,test,21232,214,214,214,214
2011-09-26,test,21977,189,189,189,189
2011-09-26,test,21980,73,73,73,73
2011-09-26,test,21982,35,35,35,35
2011-09-26,test,21984,78,78,78,78
2011-09-26,test,22086,347,347,347,347
2011-09-26,test,22178,84,84,84,84
2011-09-26,test,22197,1663,1663,1663,1167
2011-09-26,test,22386,665,665,665,665
2011-09-26,test,71459,276,276,276,276
2011-09-26,test,84077,768,768,768,768
2011-09-26,test,84270,0,0,0,0
2011-09-26,test,84347,40,40,40,40
2011-09-26,test,84568,9,9,9,9
2011-09-26,test,84598,12,12,12,12
2011-09-26,test,84755,48,48,48,48
2011-09-26,test,84879,799,791,799,799
2011-09-26,test,84946,378,378,378,378
2011-09-26,test,84991,220,220,220,220
2011-09-26,test,84992,111,110,111,111
2011-09-26,test,85099B,889,889,889,889
2011-09-26,test,85099C,398,398,398,398
2011-09-26,test,85099F,206,204,206,206
2011-09-26,test,85123A,402,398,402,402
2011-10-03,test,15036,721,721,721,721
2011-10-03,test,16014,0,0,0,0
2011-10-03,test,17003,376,376,376,376
2011-10-03,test,20725,278,278,278,278
2011-10-03,test,21212,405,405,405,405
2011-10-03,test,21213,202,202,202,202
2011-10-03,test,21232,67,67,67,67
2011-10-03,test,21977,829,829,829,589
2011-10-03,test,21980,528,528,528,528
2011-10-03,test,21982,8,8,8,8
2011-10-03,test,21984,76,76,76,76
2011-10-03,test,22086,953,953,953,461
2011-10-03,test,22178,1459,1459,1459,613
2011-10-03,test,22197,799,799,799,799
2011-10-03,test,22386,1539,1539,1539,1039
2011-10-03,test,71459,168,168,168,168
2011-10-03,test,84077,989,893,989,989
2011-10-03,test,84270,0,0,0,0
2011-10-03,test,84347,178,178,178,178
2011-10-03,test,84568,0,0,0,0
2011-10-03,test,84598,20,20,20,20
2011-10-03,test,84755,288,288,288,288
2011-10-03,test,84879,573,573,573,573
2011-10-03,test,84946,342,342,342,342
2011-10-03,test,84991,157,157,157,157
2011-10-03,test,84992,161,161,161,161
2011-10-03,test,85099B,2636,2636,2496,1736
2011-10-03,test,85099C,276,276,146,276
2011-10-03,test,85099F,1172,1172,1052,772
2011-10-03,test,85123A,157,156,157,157
2011-10-10,test,15036,224,224,224,224
2011-10-10,test,16014,20,20,20,20
2011-10-10,test,17003,72,72,72,72
2011-10-10,test,20725,383,373,383,383
2011-10-10,test,21212,163,163,163,163
2011-10-10,test,21213,128,125,128,128
2011-10-10,test,21232,370,370,358,226
2011-10-10,test,21977,150,150,150,150
2011-10-10,test,21980,60,60,60,60
2011-10-10,test,21982,112,112,112,112
2011-10-10,test,21984,85,85,85,85
2011-10-10,test,22086,819,816,819,779
2011-10-10,test,22178,297,297,297,297
2011-10-10,test,22197,748,748,748,748
2011-10-10,test,22386,397,397,197,397
2011-10-10,test,71459,129,129,129,129
2011-10-10,test,84077,634,634,634,634
2011-10-10,test,84270,0,0,0,0
2011-10-10,test,84347,469,469,469,469
2011-10-10,test,84568,18,18,18,18
2011-10-10,test,84598,6,6,6,6
2011-10-10,test,84755,48,48,48,48
2011-10-10,test,84879,412,412,412,412
2011-10-10,test,84946,475,475,475,475
2011-10-10,test,84991,73,73,73,73
2011-10-10,test,84992,33,33,33,33
2011-10-10,test,85099B,847,847,547,747
2011-10-10,test,85099C,210,210,210,210
2011-10-10,test,85099F,151,151,51,151
2011-10-10,test,85123A,595,595,595,531
2011-10-17,test,15036,122,122,122,122
2011-10-17,test,16014,20,20,20,20
2011-10-17,test,17003,204,204,204,204
2011-10-17,test,20725,146,146,146,146
2011-10-17,test,21212,147,143,147,147
2011-10-17,test,21213,336,336,288,336
2011-10-17,test,21232,139,139,139,139
2011-10-17,test,21977,112,112,112,112
2011-10-17,test,21980,84,84,84,84
2011-10-17,test,21982,41,41,41,41
2011-10-17,test,21984,2,2,2,2
2011-10-17,test,22086,698,698,698,578
2011-10-17,test,22178,199,199,199,199
2011-10-17,test,22197,613,613,613,613
2011-10-17,test,22386,334,334,334,334
2011-10-17,test,71459,52,52,52,52
2011-10-17,test,84077,975,975,975,975
2011-10-17,test,84270,0,0,0,0
2011-10-17,test,84347,400,400,400,400
2011-10-17,test,84568,24,24,24,24
2011-10-17,test,84598,16,16,16,16
2011-10-17,test,84755,196,196,196,196
2011-10-17,test,84879,740,732,740,740
2011-10-17,test,84946,412,412,412,412
2011-10-17,test,84991,129,129,129,129
2011-10-17,test,84992,108,104,84,108
2011-10-17,test,85099B,725,725,725,625
2011-10-17,test,85099C,200,200,200,200
2011-10-17,test,85099F,433,433,433,433
2011-10-17,test,85123A,149,149,149,149
2011-10-24,test,15036,101,101,101,101
2011-10-24,test,16014,0,0,0,0
2011-10-24,test,17003,1684,1684,1684,1684
2011-10-24,test,20725,234,234,234,234
2011-10-24,test,21212,449,449,449,449
2011-10-24,test,21213,361,361,361,361
2011-10-24,test,21232,137,137,137,137
2011-10-24,test,21977,98,97,98,98
2011-10-24,test,21980,110,110,110,110
2011-10-24,test,21982,107,107,107,107
2011-10-24,test,21984,38,38,38,38
2011-10-24,test,22086,752,752,632,752
2011-10-24,test,22178,1240,1240,1240,394
2011-10-24,test,22197,2775,2771,2775,1287
2011-10-24,test,22386,443,443,343,443
2011-10-24,test,71459,96,96,96,96
2011-10-24,test,84077,5328,5328,5328,2544
2011-10-24,test,84270,0,0,0,0
2011-10-24,test,84347,677,669,677,677
2011-10-24,test,84568,0,0,0,0
2011-10-24,test,84598,0,0,0,0
2011-10-24,test,84755,112,112,112,112
2011-10-24,test,84879,745,745,745,745
2011-10-24,test,84946,216,216,216,216
2011-10-24,test,84991,344,341,344,344
2011-10-24,test,84992,275,275,275,275
2011-10-24,test,85099B,590,590,490,590
2011-10-24,test,85099C,391,391,391,391
2011-10-24,test,85099F,30,30,30,30
2011-10-24,test,85123A,366,366,366,366
2011-10-31,test,15036,83,83,83,83
2011-10-31,test,16014,3021,3021,3021,3021
2011-10-31,test,17003,100,100,100,100
2011-10-31,test,20725,223,223,223,223
2011-10-31,test,21212,778,777,778,538
2011-10-31,test,21213,131,131,131,131
2011-10-31,test,21232,201,201,201,201
2011-10-31,test,21977,62,61,62,62
2011-10-31,test,21980,112,112,112,112
2011-10-31,test,21982,613,613,613,613
2011-10-31,test,21984,51,51,51,51
2011-10-31,test,22086,1717,1717,1717,817
2011-10-31,test,22178,353,353,353,353
2011-10-31,test,22197,1030,1029,1030,1030
2011-10-31,test,22386,293,292,293,293
2011-10-31,test,71459,100,100,100,100
2011-10-31,test,84077,974,974,974,974
2011-10-31,test,84270,0,0,0,0
2011-10-31,test,84347,319,319,319,319
2011-10-31,test,84568,30,30,30,30
2011-10-31,test,84598,32,32,32,32
2011-10-31,test,84755,108,108,108,108
2011-10-31,test,84879,912,912,912,912
2011-10-31,test,84946,841,823,841,841
2011-10-31,test,84991,215,215,215,215
2011-10-31,test,84992,42,42,42,42
2011-10-31,test,85099B,823,823,823,723
2011-10-31,test,85099C,90,80,90,90
2011-10-31,test,85099F,193,193,193,193
2011-10-31,test,85123A,1688,1686,1688,728
2011-11-07,test,15036,107,107,107,107
2011-11-07,test,16014,10,10,10,10
2011-11-07,test,17003,109,109,109,109
2011-11-07,test,20725,526,526,526,526
2011-11-07,test,21212,326,326,326,326
2011-11-07,test,21213,111,111,111,111
2011-11-07,test,21232,135,134,135,135
2011-11-07,test,21977,153,152,153,153
2011-11-07,test,21980,46,46,46,46
2011-11-07,test,21982,71,71,71,71
2011-11-07,test,21984,24,24,24,24
2011-11-07,test,22086,1273,1273,1273,915
2011-11-07,test,22178,192,192,192,192
2011-11-07,test,22197,3828,3828,3828,2316
2011-11-07,test,22386,516,516,516,516
2011-11-07,test,71459,232,232,232,232
2011-11-07,test,84077,1119,1119,1119,1119
2011-11-07,test,84270,0,0,0,0
2011-11-07,test,84347,584,582,584,584
2011-11-07,test,84568,43,43,43,43
2011-11-07,test,84598,24,24,24,24
2011-11-07,test,84755,308,308,308,308
2011-11-07,test,84879,1740,1732,1740,780
2011-11-07,test,84946,1043,1043,1043,1019
2011-11-07,test,84991,191,190,167,191
2011-11-07,test,84992,135,135,111,135
2011-11-07,test,85099B,2160,2159,2160,1360
2011-11-07,test,85099C,353,353,253,353
2011-11-07,test,85099F,301,301,301,301
2011-11-07,test,85123A,505,505,505,505
2011-11-14,test,15036,104,104,104,104
2011-11-14,test,16014,0,0,0,0
2011-11-14,test,17003,315,315,315,315
2011-11-14,test,20725,449,448,449,449
2011-11-14,test,21212,398,396,398,398
2011-11-14,test,21213,163,163,163,163
2011-11-14,test,21232,733,732,733,373
2011-11-14,test,21977,127,127,127,127
2011-11-14,test,21980,50,50,50,50
2011-11-14,test,21982,166,166,166,166
2011-11-14,test,21984,12,12,12,12
2011-11-14,test,22086,2149,2147,2149,1581
2011-11-14,test,22178,449,449,449,449
2011-11-14,test,22197,3121,3118,3121,2495
2011-11-14,test,22386,472,471,472,472
2011-11-14,test,71459,360,360,360,360
2011-11-14,test,84077,834,834,834,834
2011-11-14,test,84270,0,0,0,0
2011-11-14,test,84347,735,735,735,735
2011-11-14,test,84568,319,319,319,319
2011-11-14,test,84598,26,26,26,26
2011-11-14,test,84755,152,144,152,152
2011-11-14,test,84879,1102,1086,1102,1102
2011-11-14,test,84946,815,809,815,815
2011-11-14,test,84991,283,283,283,283
2011-11-14,test,84992,64,64,64,64
2011-11-14,test,85099B,1562,1562,1562,1292
2011-11-14,test,85099C,620,620,620,620
2011-11-14,test,85099F,196,196,196,196
2011-11-14,test,85123A,1168,1168,1168,804
2011-11-21,test,15036,237,237,237,237
2011-11-21,test,16014,514,514,514,514
2011-11-21,test,17003,474,474,474,474
2011-11-21,test,20725,256,256,256,256
2011-11-21,test,21212,270,269,270,270
2011-11-21,test,21213,64,64,64,64
2011-11-21,test,21232,165,165,165,165
2011-11-21,test,21977,365,365,365,365
2011-11-21,test,21980,43,43,43,43
2011-11-21,test,21982,97,96,97,97
2011-11-21,test,21984,55,55,55,55
2011-11-21,test,22086,1660,1659,1660,1500
2011-11-21,test,22178,343,342,343,265
2011-11-21,test,22197,2855,2855,2655,2359
2011-11-21,test,22386,253,253,253,253
2011-11-21,test,71459,60,60,60,60
2011-11-21,test,84077,867,867,867,867
2011-11-21,test,84270,0,0,0,0
2011-11-21,test,84347,1144,1144,1144,1144
2011-11-21,test,84568,362,362,362,362
2011-11-21,test,84598,21,21,21,21
2011-11-21,test,84755,348,348,348,348
2011-11-21,test,84879,957,946,957,957
2011-11-21,test,84946,541,541,541,541
2011-11-21,test,84991,336,333,336,336
2011-11-21,test,84992,57,55,57,57
2011-11-21,test,85099B,727,727,727,727
2011-11-21,test,85099C,203,203,203,203
2011-11-21,test,85099F,52,42,52,52
2011-11-21,test,85123A,552,551,552,552
2011-11-28,test,15036,143,143,143,143
2011-11-28,test,16014,11,11,11,11
2011-11-28,test,17003,130,130,130,130
2011-11-28,test,20725,321,321,321,321
2011-11-28,test,21212,426,426,426,426
2011-11-28,test,21213,186,186,186,186
2011-11-28,test,21232,379,379,379,299
2011-11-28,test,21977,239,239,239,239
2011-11-28,test,21980,30,30,30,30
2011-11-28,test,21982,27,27,27,27
2011-11-28,test,21984,14,14,14,14
2011-11-28,test,22086,1518,1516,1518,1518
2011-11-28,test,22178,755,749,755,755
2011-11-28,test,22197,3163,3159,3163,2667
2011-11-28,test,22386,416,416,416,316
2011-11-28,test,71459,124,124,124,124
2011-11-28,test,84077,689,689,689,689
2011-11-28,test,84270,0,0,0,0
2011-11-28,test,84347,687,686,687,687
2011-11-28,test,84568,354,354,354,354
2011-11-28,test,84598,41,41,41,41
2011-11-28,test,84755,40,40,40,40
2011-11-28,test,84879,953,953,953,953
2011-11-28,test,84946,489,489,489,489
2011-11-28,test,84991,112,112,112,112
2011-11-28,test,84992,161,161,161,161
2011-11-28,test,85099B,1009,1009,1009,809
2011-11-28,test,85099C,384,384,384,384
2011-11-28,test,85099F,426,426,426,426
2011-11-28,test,85123A,650,649,650,650
